Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY27,OUT049,2843.5697892156877
NCP54,OUT013,2117.4513803278683
NCZ41,OUT049,2117.4513803278683
DRL49,OUT013,2006.4707423197508
FDI05,OUT018,1349.512904332131
FDY56,OUT045,3805.948604166663
DRC13,OUT013,2006.4707423197508
NCV29,OUT017,2843.5697892156877
FDR24,OUT049,1349.512904332131
FDZ34,OUT018,3011.525299159664
FDP37,OUT035,2117.4513803278683
FDX08,OUT027,5041.821497446804
FDS57,OUT045,2117.4513803278683
NCG18,OUT049,1673.9839872860641
FDK25,OUT018,2633.83984390244
FDH53,OUT049,1349.512904332131
DRI59,OUT018,3805.948604166663
FDA52,OUT046,2843.5697892156877
FDT20,OUT010,207.13050352504655
FDE36,OUT019,471.3068466911765
FDI24,OUT017,2843.5697892156877
FDB28,OUT018,3011.525299159664
FDV11,OUT017,2843.5697892156877
FDP01,OUT046,2432.662580732177
FDD34,OUT027,5041.821497446804
FDJ50,OUT027,790.3307954098364
FDZ44,OUT013,1892.0661445161302
DRO59,OUT035,1068.5067658349326
DRB48,OUT045,646.0888157894736
FDR21,OUT018,2843.5697892156877
NCE42,OUT010,471.3068466911765
FDO23,OUT046,1349.512904332131
NCE30,OUT018,3549.850947508305
FDQ22,OUT035,646.0888157894736
FDY01,OUT045,1892.0661445161302
FDS08,OUT017,2843.5697892156877
FDG28,OUT018,3805.948604166663
FDQ51,OUT018,790.3307954098364
FDB05,OUT017,4125.17447454068
FDO56,OUT049,1892.0661445161302
FDE02,OUT018,1349.512904332131
FDN45,OUT017,3549.850947508305
FDS09,OUT013,790.3307954098364
NCA54,OUT018,3190.6434675824175
FDP09,OUT010,471.3068466911765
FDC53,OUT045,1559.9736407643313
NCM55,OUT017,3190.6434675824175
FDL09,OUT018,2633.83984390244
FDA11,OUT019,207.13050352504655
FDA50,OUT045,1559.9736407643313
FDC23,OUT017,2843.5697892156877
FDE22,OUT049,2633.83984390244
FDD23,OUT046,3190.6434675824175
NCA29,OUT049,2843.5697892156877
FDK38,OUT046,2432.662580732177
DRC13,OUT046,2006.4707423197508
NCP43,OUT049,2843.5697892156877
FDX28,OUT049,1559.9736407643313
FDF08,OUT049,1349.512904332131
FDZ33,OUT046,2432.662580732177
FDD10,OUT049,2843.5697892156877
FDO58,OUT017,2633.83984390244
FDI50,OUT017,3805.948604166663
FDO58,OUT045,2633.83984390244
FDX08,OUT013,3190.6434675824175
NCK17,OUT010,207.13050352504655
FDF39,OUT035,4125.17447454068
FDU45,OUT010,207.13050352504655
NCJ18,OUT018,1892.0661445161302
DRC27,OUT019,471.3068466911765
DRC25,OUT035,1349.512904332131
FDU59,OUT035,2633.83984390244
FDU28,OUT035,3190.6434675824175
NCP30,OUT046,646.0888157894736
FDB39,OUT018,1068.5067658349326
FDE41,OUT013,1349.512904332131
DRH11,OUT010,207.13050352504655
FDA58,OUT045,3549.850947508305
FDU50,OUT046,1892.0661445161302
FDM34,OUT013,2117.4513803278683
FDM44,OUT027,2846.400822516556
FDR39,OUT045,3190.6434675824175
FDM25,OUT045,2843.5697892156877
FDQ49,OUT049,2432.662580732177
DRH25,OUT018,1068.5067658349326
FDM09,OUT027,5041.821497446804
FDL44,OUT019,471.3068466911765
NCR42,OUT018,646.0888157894736
DRL59,OUT046,1068.5067658349326
FDX43,OUT013,2633.83984390244
DRK47,OUT010,471.3068466911765
FDU48,OUT018,2117.4513803278683
FDY12,OUT045,790.3307954098364
NCN43,OUT018,2006.4707423197508
NCM55,OUT018,3190.6434675824175
FDQ21,OUT027,2846.400822516556
FDX13,OUT035,4125.17447454068
NCK30,OUT027,5041.821497446804
FDG20,OUT049,2843.5697892156877
DRG27,OUT017,646.0888157894736
FDY14,OUT018,4125.17447454068
FDP59,OUT035,1673.9839872860641
FDU60,OUT017,2633.83984390244
NCC18,OUT019,471.3068466911765
DRJ39,OUT017,3805.948604166663
FDS07,OUT049,1892.0661445161302
FDM08,OUT027,5041.821497446804
FDP51,OUT045,2117.4513803278683
FDU16,OUT035,1349.512904332131
FDH12,OUT013,1673.9839872860641
DRE48,OUT010,471.3068466911765
NCL42,OUT027,5041.821497446804
FDR21,OUT045,2843.5697892156877
NCW29,OUT035,2117.4513803278683
FDO11,OUT013,4125.17447454068
NCM31,OUT049,2006.4707423197508
FDV35,OUT019,471.3068466911765
FDF58,OUT017,1068.5067658349326
NCE43,OUT049,2633.83984390244
FDA02,OUT035,2432.662580732177
DRL37,OUT010,207.13050352504655
FDR24,OUT018,1349.512904332131
FDW59,OUT049,1349.512904332131
FDS22,OUT049,790.3307954098364
FDW24,OUT017,790.3307954098364
FDU24,OUT035,1559.9736407643313
FDA21,OUT027,5041.821497446804
FDH58,OUT027,2846.400822516556
FDW36,OUT018,1673.9839872860641
FDI45,OUT027,5041.821497446804
FDU01,OUT018,3190.6434675824175
FDF35,OUT027,2846.400822516556
FDU43,OUT019,471.3068466911765
FDE24,OUT019,471.3068466911765
FDK50,OUT049,2633.83984390244
FDG31,OUT045,1068.5067658349326
FDC60,OUT045,1349.512904332131
FDL36,OUT013,1349.512904332131
FDP21,OUT013,3190.6434675824175
FDW16,OUT045,1349.512904332131
FDX02,OUT017,3805.948604166663
FDQ58,OUT027,5041.821497446804
FDT51,OUT046,1673.9839872860641
FDD59,OUT049,1349.512904332131
NCM42,OUT018,1673.9839872860641
FDA57,OUT018,646.0888157894736
FDZ48,OUT035,1673.9839872860641
FDE46,OUT045,2432.662580732177
NCZ30,OUT019,207.13050352504655
FDB56,OUT017,3190.6434675824175
FDA25,OUT027,2846.400822516556
FDD20,OUT013,2117.4513803278683
FDL25,OUT013,1349.512904332131
NCO18,OUT049,2843.5697892156877
FDJ45,OUT017,646.0888157894736
FDR12,OUT035,2633.83984390244
NCF19,OUT010,207.13050352504655
FDK25,OUT046,2633.83984390244
NCR17,OUT046,1892.0661445161302
FDC52,OUT046,2432.662580732177
NCA54,OUT017,3190.6434675824175
FDR45,OUT010,471.3068466911765
NCM19,OUT049,1892.0661445161302
FDF39,OUT027,5041.821497446804
FDX23,OUT049,1559.9736407643313
FDD58,OUT027,2846.400822516556
FDX28,OUT013,1559.9736407643313
NCD31,OUT013,2633.83984390244
FDU57,OUT018,2432.662580732177
FDI27,OUT046,790.3307954098364
NCM42,OUT046,1673.9839872860641
FDD32,OUT027,2846.400822516556
FDI34,OUT013,3549.850947508305
NCM29,OUT049,2006.4707423197508
FDG46,OUT018,1892.0661445161302
DRC01,OUT010,207.13050352504655
FDB15,OUT027,5041.821497446804
NCA17,OUT027,5041.821497446804
FDF10,OUT046,2432.662580732177
FDR26,OUT027,5041.821497446804
FDI02,OUT049,1673.9839872860641
NCM54,OUT010,207.13050352504655
FDF14,OUT013,2432.662580732177
FDJ33,OUT010,207.13050352504655
FDM20,OUT035,3805.948604166663
FDC03,OUT027,5041.821497446804
NCX05,OUT046,1892.0661445161302
NCM41,OUT027,2846.400822516556
NCU29,OUT010,471.3068466911765
FDQ59,OUT017,1349.512904332131
FDH46,OUT010,207.13050352504655
FDH09,OUT013,790.3307954098364
NCD06,OUT045,790.3307954098364
FDC15,OUT035,2432.662580732177
DRD37,OUT027,790.3307954098364
FDT28,OUT027,5041.821497446804
FDR28,OUT027,5041.821497446804
FDT38,OUT017,1349.512904332131
FDV34,OUT027,1068.5067658349326
FDY52,OUT035,1068.5067658349326
FDB34,OUT013,1349.512904332131
DRL23,OUT018,1673.9839872860641
DRB24,OUT046,2432.662580732177
FDJ50,OUT046,1068.5067658349326
FDQ49,OUT035,2432.662580732177
FDP20,OUT035,2117.4513803278683
FDV19,OUT027,5041.821497446804
NCR54,OUT045,3011.525299159664
FDO09,OUT010,471.3068466911765
FDS57,OUT018,2117.4513803278683
FDN10,OUT049,1892.0661445161302
FDV23,OUT049,2006.4707423197508
FDY28,OUT049,3549.850947508305
DRG51,OUT013,2633.83984390244
FDD45,OUT019,207.13050352504655
NCL18,OUT027,5041.821497446804
NCM29,OUT013,2006.4707423197508
FDF17,OUT027,5041.821497446804
FDE22,OUT017,2633.83984390244
FDQ22,OUT017,646.0888157894736
FDS01,OUT013,2843.5697892156877
FDW35,OUT027,646.0888157894736
FDJ33,OUT046,2006.4707423197508
NCF54,OUT035,2843.5697892156877
FDE09,OUT013,1673.9839872860641
NCE06,OUT045,2633.83984390244
DRH49,OUT049,1349.512904332131
FDY43,OUT045,2633.83984390244
NCT05,OUT017,4125.17447454068
FDZ34,OUT045,3011.525299159664
FDL38,OUT017,1349.512904332131
FDZ31,OUT017,3190.6434675824175
FDR14,OUT035,1068.5067658349326
NCN54,OUT049,1349.512904332131
NCC42,OUT027,2846.400822516556
FDK08,OUT017,1559.9736407643313
FDP59,OUT013,1673.9839872860641
FDV22,OUT035,2633.83984390244
FDD33,OUT035,3549.850947508305
DRE60,OUT027,5041.821497446804
FDK52,OUT046,3549.850947508305
FDA02,OUT017,2432.662580732177
FDM56,OUT049,1673.9839872860641
FDE57,OUT035,2006.4707423197508
FDM32,OUT045,1349.512904332131
NCQ30,OUT027,2846.400822516556
FDQ27,OUT027,2846.400822516556
FDT60,OUT027,2846.400822516556
FDU43,OUT049,3805.948604166663
NCO55,OUT035,1673.9839872860641
FDG02,OUT045,3011.525299159664
FDJ28,OUT013,3011.525299159664
FDP40,OUT045,1673.9839872860641
FDJ38,OUT045,3011.525299159664
NCC54,OUT017,3549.850947508305
NCZ41,OUT046,2117.4513803278683
FDK38,OUT019,471.3068466911765
FDU52,OUT013,2432.662580732177
FDC40,OUT046,1068.5067658349326
NCR30,OUT017,1068.5067658349326
NCN18,OUT017,1673.9839872860641
FDB50,OUT035,1349.512904332131
FDG04,OUT013,3190.6434675824175
FDR26,OUT035,2843.5697892156877
NCT17,OUT018,3190.6434675824175
FDX35,OUT027,5041.821497446804
FDS12,OUT046,2006.4707423197508
NCZ29,OUT027,2846.400822516556
FDB38,OUT010,471.3068466911765
FDP12,OUT013,646.0888157894736
FDP22,OUT046,790.3307954098364
FDS26,OUT018,4125.17447454068
FDR52,OUT046,3011.525299159664
DRJ13,OUT046,2633.83984390244
FDU48,OUT027,2846.400822516556
FDE29,OUT035,1068.5067658349326
NCT29,OUT049,2006.4707423197508
DRK37,OUT018,3190.6434675824175
FDK55,OUT046,1349.512904332131
FDR07,OUT046,1559.9736407643313
FDO21,OUT027,5041.821497446804
FDK46,OUT049,4125.17447454068
FDB12,OUT045,1673.9839872860641
FDT31,OUT027,5041.821497446804
FDJ33,OUT045,2006.4707423197508
FDC26,OUT027,2846.400822516556
NCQ02,OUT045,3190.6434675824175
FDP08,OUT010,471.3068466911765
FDB11,OUT027,5041.821497446804
FDV55,OUT013,2432.662580732177
FDW20,OUT049,2117.4513803278683
NCJ18,OUT019,207.13050352504655
FDC41,OUT018,1068.5067658349326
FDE14,OUT027,2846.400822516556
FDG35,OUT013,2843.5697892156877
FDF45,OUT035,1068.5067658349326
FDS19,OUT027,2846.400822516556
FDS58,OUT019,471.3068466911765
FDA26,OUT017,3549.850947508305
FDM32,OUT049,1349.512904332131
FDL45,OUT046,2117.4513803278683
FDZ55,OUT049,2633.83984390244
FDY37,OUT049,2117.4513803278683
FDO46,OUT046,3011.525299159664
FDQ60,OUT046,1892.0661445161302
FDA19,OUT018,2006.4707423197508
FDL15,OUT046,2432.662580732177
FDM10,OUT018,3549.850947508305
NCL05,OUT017,646.0888157894736
DRK49,OUT010,207.13050352504655
NCE18,OUT027,5041.821497446804
FDG40,OUT049,646.0888157894736
DRI59,OUT045,3805.948604166663
FDK28,OUT035,4125.17447454068
NCD06,OUT019,207.13050352504655
FDO11,OUT019,471.3068466911765
FDK27,OUT046,1892.0661445161302
FDT43,OUT027,790.3307954098364
FDD38,OUT018,1673.9839872860641
FDA16,OUT049,3805.948604166663
FDL14,OUT027,5041.821497446804
NCM17,OUT049,790.3307954098364
FDD20,OUT045,2117.4513803278683
FDA40,OUT045,1349.512904332131
FDL43,OUT045,1349.512904332131
FDV15,OUT045,1673.9839872860641
FDE52,OUT046,1349.512904332131
NCL17,OUT010,471.3068466911765
NCJ31,OUT045,3549.850947508305
FDR60,OUT045,1349.512904332131
NCA18,OUT035,1892.0661445161302
FDS21,OUT027,1068.5067658349326
FDW09,OUT035,1349.512904332131
FDL26,OUT035,2432.662580732177
FDS47,OUT018,1349.512904332131
FDC39,OUT046,3549.850947508305
FDT51,OUT035,1673.9839872860641
FDK40,OUT035,4125.17447454068
NCG19,OUT045,3549.850947508305
FDZ07,OUT046,1068.5067658349326
FDF08,OUT027,2846.400822516556
FDO04,OUT013,1068.5067658349326
FDK41,OUT018,1349.512904332131
FDP15,OUT049,4125.17447454068
NCD43,OUT018,1673.9839872860641
NCP18,OUT013,2432.662580732177
FDZ51,OUT046,1349.512904332131
DRH13,OUT035,1673.9839872860641
FDF38,OUT045,646.0888157894736
NCI43,OUT045,790.3307954098364
FDM38,OUT027,1068.5067658349326
FDS03,OUT013,1068.5067658349326
DRJ47,OUT017,2843.5697892156877
FDT50,OUT010,207.13050352504655
FDV02,OUT046,2843.5697892156877
NCG18,OUT017,1673.9839872860641
FDW52,OUT046,2633.83984390244
FDS40,OUT035,646.0888157894736
FDN31,OUT017,3011.525299159664
FDA37,OUT045,2006.4707423197508
FDA15,OUT046,4125.17447454068
FDL39,OUT046,3190.6434675824175
FDJ53,OUT045,2006.4707423197508
FDX22,OUT013,3805.948604166663
NCZ42,OUT045,3805.948604166663
FDD56,OUT027,5041.821497446804
FDD40,OUT017,3011.525299159664
FDS50,OUT013,3805.948604166663
NCN14,OUT013,3190.6434675824175
FDT15,OUT013,3190.6434675824175
NCS18,OUT027,2846.400822516556
NCO26,OUT010,207.13050352504655
FDF58,OUT018,1068.5067658349326
NCB19,OUT013,1349.512904332131
FDH26,OUT017,2117.4513803278683
DRB24,OUT027,5041.821497446804
FDA49,OUT018,1349.512904332131
FDB32,OUT045,1559.9736407643313
FDI36,OUT017,3011.525299159664
NCA17,OUT010,471.3068466911765
FDH22,OUT013,2006.4707423197508
NCM26,OUT018,2432.662580732177
FDT15,OUT027,5041.821497446804
FDB16,OUT018,1349.512904332131
NCP54,OUT027,2846.400822516556
FDJ36,OUT013,1673.9839872860641
FDO28,OUT045,1892.0661445161302
FDU09,OUT013,1068.5067658349326
FDF29,OUT017,2117.4513803278683
FDY08,OUT013,2006.4707423197508
DRJ59,OUT018,646.0888157894736
FDT23,OUT027,2846.400822516556
FDU15,OUT018,646.0888157894736
FDT47,OUT013,1559.9736407643313
FDI53,OUT019,471.3068466911765
FDR59,OUT018,4125.17447454068
FDD53,OUT035,646.0888157894736
FDY51,OUT017,3549.850947508305
FDT04,OUT049,646.0888157894736
FDU51,OUT049,2843.5697892156877
FDG14,OUT035,2432.662580732177
NCU06,OUT045,3549.850947508305
DRG25,OUT046,3190.6434675824175
DRH49,OUT035,1349.512904332131
FDN15,OUT035,2117.4513803278683
FDL43,OUT018,1068.5067658349326
NCT18,OUT049,3190.6434675824175
NCB31,OUT013,4125.17447454068
FDK57,OUT035,1892.0661445161302
FDY04,OUT019,471.3068466911765
NCP54,OUT046,2117.4513803278683
FDF41,OUT013,3549.850947508305
FDM01,OUT045,1673.9839872860641
FDW03,OUT045,1673.9839872860641
FDF28,OUT045,2117.4513803278683
FDY37,OUT017,2117.4513803278683
FDQ03,OUT017,3549.850947508305
FDP51,OUT027,2846.400822516556
FDJ40,OUT017,1673.9839872860641
FDC32,OUT049,1349.512904332131
DRI49,OUT027,2846.400822516556
NCW54,OUT017,1068.5067658349326
FDF09,OUT017,646.0888157894736
FDP45,OUT018,4125.17447454068
DRJ23,OUT018,3190.6434675824175
FDS59,OUT017,1673.9839872860641
FDY08,OUT046,2006.4707423197508
FDX16,OUT049,2432.662580732177
FDY16,OUT018,3190.6434675824175
FDK32,OUT035,2432.662580732177
FDQ22,OUT013,646.0888157894736
NCC31,OUT018,2432.662580732177
FDG58,OUT049,2432.662580732177
DRF48,OUT013,3190.6434675824175
DRH36,OUT049,1068.5067658349326
NCR30,OUT035,1068.5067658349326
FDB03,OUT019,471.3068466911765
FDZ28,OUT027,2846.400822516556
FDR35,OUT017,3011.525299159664
DRD15,OUT027,5041.821497446804
FDJ33,OUT019,207.13050352504655
FDA56,OUT010,207.13050352504655
FDP56,OUT046,790.3307954098364
NCT30,OUT046,790.3307954098364
FDK15,OUT017,1559.9736407643313
FDH44,OUT018,2432.662580732177
FDV01,OUT013,2432.662580732177
DRG03,OUT017,2432.662580732177
FDG50,OUT027,2846.400822516556
FDR16,OUT010,471.3068466911765
FDZ60,OUT046,1673.9839872860641
DRG03,OUT045,2432.662580732177
FDS56,OUT018,4125.17447454068
FDU33,OUT045,790.3307954098364
DRD27,OUT035,1559.9736407643313
FDW22,OUT046,3805.948604166663
DRA24,OUT045,2633.83984390244
FDF38,OUT049,646.0888157894736
FDX48,OUT013,2432.662580732177
FDS58,OUT018,2633.83984390244
FDC32,OUT046,1349.512904332131
NCQ29,OUT045,4125.17447454068
DRK39,OUT018,1349.512904332131
NCS38,OUT017,1892.0661445161302
DRO47,OUT013,1673.9839872860641
DRG27,OUT027,646.0888157894736
FDC57,OUT027,5041.821497446804
FDS55,OUT046,2432.662580732177
NCJ06,OUT018,1892.0661445161302
FDO01,OUT019,207.13050352504655
NCM55,OUT045,3190.6434675824175
FDC52,OUT049,2432.662580732177
FDQ15,OUT045,1349.512904332131
NCT30,OUT027,790.3307954098364
NCR42,OUT027,646.0888157894736
FDD28,OUT035,1068.5067658349326
FDQ34,OUT049,1673.9839872860641
FDZ12,OUT027,2846.400822516556
DRE13,OUT019,207.13050352504655
NCN07,OUT019,207.13050352504655
FDM28,OUT035,3190.6434675824175
FDI10,OUT017,2843.5697892156877
FDQ25,OUT013,2633.83984390244
FDA38,OUT010,471.3068466911765
DRI13,OUT049,3805.948604166663
FDY20,OUT027,2846.400822516556
NCZ53,OUT035,3190.6434675824175
NCM31,OUT013,2432.662580732177
DRB01,OUT017,3190.6434675824175
DRF37,OUT046,4125.17447454068
NCF42,OUT049,2843.5697892156877
FDF16,OUT018,2432.662580732177
FDB41,OUT013,790.3307954098364
FDR34,OUT013,3805.948604166663
FDR15,OUT018,2432.662580732177
NCV42,OUT019,207.13050352504655
FDW51,OUT035,3549.850947508305
FDU36,OUT017,1559.9736407643313
FDX60,OUT049,1349.512904332131
FDY03,OUT035,1892.0661445161302
FDW55,OUT045,3805.948604166663
FDT01,OUT010,471.3068466911765
FDG58,OUT013,2432.662580732177
FDK21,OUT017,4125.17447454068
NCS41,OUT019,471.3068466911765
FDS10,OUT045,3190.6434675824175
NCT53,OUT046,2633.83984390244
FDJ28,OUT018,3011.525299159664
FDX44,OUT045,1349.512904332131
FDT20,OUT018,646.0888157894736
FDO44,OUT017,1673.9839872860641
NCX17,OUT049,3549.850947508305
FDY01,OUT017,1892.0661445161302
FDJ12,OUT027,5041.821497446804
DRK35,OUT018,646.0888157894736
FDD47,OUT019,471.3068466911765
NCM53,OUT035,1673.9839872860641
FDO45,OUT013,1349.512904332131
NCM42,OUT010,207.13050352504655
FDE04,OUT046,2843.5697892156877
NCI30,OUT027,5041.821497446804
FDZ19,OUT013,2843.5697892156877
FDW57,OUT013,2843.5697892156877
FDA25,OUT013,1673.9839872860641
FDT22,OUT046,1068.5067658349326
FDP51,OUT013,1892.0661445161302
FDD48,OUT027,2846.400822516556
FDY39,OUT035,3190.6434675824175
FDO48,OUT010,471.3068466911765
FDD23,OUT027,5041.821497446804
DRN35,OUT027,646.0888157894736
FDT01,OUT035,3549.850947508305
FDC20,OUT010,207.13050352504655
DRJ35,OUT035,1068.5067658349326
FDB32,OUT046,1349.512904332131
FDL24,OUT046,2843.5697892156877
NCV42,OUT035,1892.0661445161302
FDZ46,OUT046,1673.9839872860641
FDC15,OUT013,2432.662580732177
FDD08,OUT019,207.13050352504655
FDY50,OUT049,1349.512904332131
FDD36,OUT013,1892.0661445161302
FDG57,OUT027,790.3307954098364
FDL21,OUT018,646.0888157894736
FDN16,OUT027,2846.400822516556
FDJ09,OUT027,790.3307954098364
FDS01,OUT010,471.3068466911765
FDV33,OUT017,4125.17447454068
DRE12,OUT017,1892.0661445161302
FDR07,OUT013,1559.9736407643313
FDP48,OUT010,471.3068466911765
NCB55,OUT035,1068.5067658349326
FDQ08,OUT013,1068.5067658349326
FDR34,OUT035,3805.948604166663
FDO33,OUT046,1673.9839872860641
FDP13,OUT045,646.0888157894736
FDX12,OUT049,3805.948604166663
NCT06,OUT049,2633.83984390244
FDR16,OUT019,471.3068466911765
FDE36,OUT046,2633.83984390244
FDZ36,OUT049,3190.6434675824175
FDV13,OUT045,1349.512904332131
NCZ17,OUT035,646.0888157894736
FDU56,OUT045,3190.6434675824175
FDM09,OUT035,2843.5697892156877
FDV02,OUT017,2843.5697892156877
FDS34,OUT018,1892.0661445161302
FDA11,OUT049,1559.9736407643313
FDP09,OUT017,3805.948604166663
FDB29,OUT027,2846.400822516556
FDT19,OUT017,2843.5697892156877
DRH15,OUT017,790.3307954098364
FDY38,OUT046,3549.850947508305
FDF14,OUT027,5041.821497446804
FDN48,OUT010,207.13050352504655
FDQ12,OUT013,3805.948604166663
NCJ43,OUT045,2843.5697892156877
FDE17,OUT019,471.3068466911765
FDB05,OUT035,4125.17447454068
FDH10,OUT045,3011.525299159664
NCR06,OUT017,646.0888157894736
FDU32,OUT018,2006.4707423197508
FDD56,OUT049,2843.5697892156877
FDO36,OUT018,3190.6434675824175
FDH16,OUT010,207.13050352504655
FDX10,OUT018,646.0888157894736
FDZ37,OUT017,1349.512904332131
FDU31,OUT010,471.3068466911765
DRC49,OUT049,2006.4707423197508
FDL15,OUT045,2432.662580732177
FDN32,OUT019,471.3068466911765
DRH59,OUT027,1068.5067658349326
NCU29,OUT049,2432.662580732177
FDR37,OUT019,471.3068466911765
FDS14,OUT018,2633.83984390244
FDU02,OUT027,5041.821497446804
FDJ08,OUT035,3011.525299159664
NCZ06,OUT045,4125.17447454068
FDO31,OUT049,1349.512904332131
FDH31,OUT018,1559.9736407643313
FDS58,OUT017,2633.83984390244
NCA53,OUT027,790.3307954098364
FDF50,OUT046,3011.525299159664
NCW42,OUT049,3805.948604166663
NCQ17,OUT045,2432.662580732177
FDK51,OUT018,4125.17447454068
NCW41,OUT010,471.3068466911765
NCR29,OUT017,1068.5067658349326
FDB08,OUT019,471.3068466911765
FDA40,OUT027,2846.400822516556
FDL14,OUT018,2633.83984390244
FDB47,OUT046,3549.850947508305
FDO03,OUT035,3805.948604166663
DRK13,OUT019,471.3068466911765
FDX13,OUT010,471.3068466911765
FDF52,OUT046,3190.6434675824175
FDT11,OUT013,3190.6434675824175
FDB08,OUT013,2633.83984390244
FDQ28,OUT018,2432.662580732177
FDD29,OUT045,4125.17447454068
NCQ29,OUT027,5041.821497446804
NCO02,OUT013,1068.5067658349326
FDR56,OUT010,471.3068466911765
NCM54,OUT049,2117.4513803278683
FDP51,OUT035,1892.0661445161302
FDT38,OUT013,1349.512904332131
FDZ20,OUT018,4125.17447454068
FDJ53,OUT013,2006.4707423197508
FDX13,OUT049,4125.17447454068
FDP58,OUT035,3549.850947508305
NCK31,OUT019,207.13050352504655
FDA35,OUT018,2117.4513803278683
FDV37,OUT018,3011.525299159664
NCO07,OUT027,5041.821497446804
FDA20,OUT045,3190.6434675824175
FDZ59,OUT035,2633.83984390244
NCY17,OUT017,790.3307954098364
FDQ28,OUT035,2432.662580732177
FDV35,OUT017,2432.662580732177
FDQ36,OUT013,646.0888157894736
FDD34,OUT018,2633.83984390244
FDK51,OUT045,4125.17447454068
FDV31,OUT035,2843.5697892156877
FDR04,OUT035,1559.9736407643313
FDR14,OUT049,1068.5067658349326
DRC36,OUT010,471.3068466911765
FDE39,OUT019,207.13050352504655
FDP57,OUT049,1673.9839872860641
FDE57,OUT046,2006.4707423197508
NCN18,OUT046,1673.9839872860641
NCQ05,OUT018,2432.662580732177
FDW47,OUT035,1892.0661445161302
FDV46,OUT035,2117.4513803278683
NCP29,OUT045,1068.5067658349326
FDE09,OUT018,1673.9839872860641
NCU06,OUT027,5041.821497446804
FDT19,OUT010,471.3068466911765
DRF15,OUT017,2432.662580732177
DRI51,OUT013,2633.83984390244
NCX54,OUT013,1673.9839872860641
DRE01,OUT013,3549.850947508305
NCB07,OUT045,3011.525299159664
FDU50,OUT035,1892.0661445161302
FDG40,OUT035,646.0888157894736
FDW10,OUT018,2843.5697892156877
FDX51,OUT013,3011.525299159664
NCP17,OUT045,1068.5067658349326
FDP21,OUT035,3190.6434675824175
FDL04,OUT045,1673.9839872860641
FDV23,OUT013,2006.4707423197508
FDF24,OUT046,1349.512904332131
FDH56,OUT027,2846.400822516556
FDB51,OUT049,1068.5067658349326
FDI58,OUT027,2846.400822516556
FDR20,OUT013,790.3307954098364
FDC51,OUT018,2006.4707423197508
FDB16,OUT027,2846.400822516556
FDE40,OUT049,1068.5067658349326
NCM17,OUT035,790.3307954098364
FDU56,OUT035,3190.6434675824175
FDS32,OUT019,207.13050352504655
FDX02,OUT049,3805.948604166663
FDT39,OUT027,5041.821497446804
FDE35,OUT017,1068.5067658349326
NCI42,OUT019,471.3068466911765
DRL23,OUT046,1673.9839872860641
FDA10,OUT046,2117.4513803278683
FDA11,OUT013,1559.9736407643313
NCM06,OUT046,2432.662580732177
NCT05,OUT035,4125.17447454068
NCQ02,OUT010,471.3068466911765
NCY06,OUT049,2117.4513803278683
FDY56,OUT035,3805.948604166663
FDL02,OUT035,1673.9839872860641
NCI06,OUT035,2843.5697892156877
FDQ14,OUT045,2432.662580732177
FDQ12,OUT017,3805.948604166663
FDP36,OUT046,790.3307954098364
FDK21,OUT027,5041.821497446804
FDO40,OUT045,2432.662580732177
NCK54,OUT019,207.13050352504655
FDY09,OUT018,2843.5697892156877
NCW30,OUT049,4125.17447454068
NCC55,OUT027,646.0888157894736
FDE58,OUT018,1892.0661445161302
FDR39,OUT013,3190.6434675824175
FDU28,OUT049,3190.6434675824175
FDH08,OUT017,3805.948604166663
FDG35,OUT045,2843.5697892156877
FDG22,OUT049,646.0888157894736
FDC34,OUT035,2633.83984390244
FDP15,OUT018,4125.17447454068
FDK34,OUT010,471.3068466911765
FDU45,OUT035,1892.0661445161302
FDQ04,OUT027,646.0888157894736
FDX22,OUT018,3805.948604166663
FDB45,OUT017,1673.9839872860641
NCH43,OUT027,5041.821497446804
DRE60,OUT046,3549.850947508305
FDD17,OUT027,5041.821497446804
NCM54,OUT017,2117.4513803278683
NCH55,OUT013,2117.4513803278683
NCT06,OUT017,2633.83984390244
FDA48,OUT027,5041.821497446804
FDY58,OUT027,5041.821497446804
FDO25,OUT045,3549.850947508305
FDN50,OUT045,1559.9736407643313
FDH35,OUT035,2633.83984390244
FDK09,OUT045,3549.850947508305
FDO16,OUT013,1349.512904332131
FDW11,OUT045,1068.5067658349326
FDU47,OUT027,2846.400822516556
NCQ42,OUT010,207.13050352504655
FDK55,OUT027,2846.400822516556
FDN08,OUT049,1892.0661445161302
FDT57,OUT045,3805.948604166663
FDJ12,OUT018,3805.948604166663
DRL59,OUT017,790.3307954098364
NCN53,OUT046,646.0888157894736
FDO51,OUT010,207.13050352504655
FDK56,OUT017,3190.6434675824175
FDY12,OUT035,1068.5067658349326
FDU15,OUT035,646.0888157894736
FDQ19,OUT046,3805.948604166663
DRF15,OUT045,2432.662580732177
DRE25,OUT019,207.13050352504655
FDK57,OUT018,1892.0661445161302
FDD33,OUT010,471.3068466911765
FDR34,OUT027,5041.821497446804
FDU04,OUT045,2006.4707423197508
FDE35,OUT019,207.13050352504655
NCD31,OUT035,2633.83984390244
FDJ56,OUT035,1559.9736407643313
NCU53,OUT046,2633.83984390244
FDD39,OUT035,3549.850947508305
NCU17,OUT019,207.13050352504655
